Year,Month,Day,Block,Row,Column,Male_perc,Female_perc,Mono_perc,Veg_perc
2019,7,12,9,1,D,50,50,0,0
2019,7,12,9,2,A,50,50,0,0
2019,7,12,9,2,B,0,0,0,100
2019,7,12,9,2,C,50,50,0,0
2019,7,12,9,2,D,0,0,0,100
2019,7,12,9,3,A,50,50,0,0
2019,7,12,9,3,B,50,50,0,0
2019,7,12,9,3,C,0,0,0,100
2019,7,12,9,3,D,0,0,0,100
2019,7,12,9,4,A,50,50,0,0
2019,7,12,9,4,B,0,0,0,100
2019,7,12,9,4,C,0,0,0,100
2019,7,12,9,4,D,50,50,0,0
2019,7,17,5,1,A,0,100,0,0
2019,7,17,5,1,B,0,100,0,0
2019,7,17,5,1,C,0,100,0,0
2019,7,17,5,1,D,0,0,0,100
2019,7,17,5,2,A,50,50,0,0
2019,7,17,5,2,B,0,100,0,0
2019,7,17,5,2,C,0,20,0,80
2019,7,17,5,2,D,0,0,0,100
2019,7,17,5,3,A,10,90,0,0
2019,7,17,5,3,B,0,100,0,0
2019,7,17,5,3,C,50,50,0,0
2019,7,17,5,3,D,50,10,0,40
2019,7,17,5,4,A,0,0,0,100
2019,7,17,5,4,B,0,100,0,0
2019,7,17,5,4,C,50,20,0,30
2019,7,17,5,4,D,0,100,0,0
2019,7,17,5,5,A,0,0,0,100
2019,7,17,5,5,B,0,100,0,0
2019,7,17,5,5,C,0,100,0,0
2019,7,17,5,5,D,50,10,0,40
2019,7,17,6,1,A,0,100,0,0
2019,7,17,6,1,B,0,10,0,90
2019,7,17,6,1,C,0,100,0,0
2019,7,17,6,1,D,50,10,0,40
2019,7,17,6,2,A,50,10,0,40
2019,7,17,6,2,B,0,100,0,0
2019,7,17,6,2,C,0,0,0,100
2019,7,17,6,2,D,0,0,0,100
2019,7,17,6,3,A,40,60,0,0
2019,7,17,6,3,B,0,100,0,0
2019,7,17,6,3,C,0,0,0,100
2019,7,17,6,3,D,10,90,0,0
2019,7,17,6,4,A,0,0,0,100
2019,7,17,6,4,B,50,50,0,0
2019,7,17,6,4,C,10,90,0,0
2019,7,17,6,4,D,0,0,0,100
2019,7,17,6,5,A,0,100,0,0
2019,7,17,6,5,B,0,100,0,0
2019,7,17,6,5,C,50,50,0,0
2019,7,17,6,5,D,,,,
2019,7,17,7,1,A,0,0,0,100
2019,7,17,7,1,B,10,90,0,0
2019,7,17,7,1,C,50,20,0,30
2019,7,17,7,1,D,50,50,0,0
2019,7,17,7,2,A,,,,
2019,7,17,7,2,B,0,100,0,0
2019,7,17,7,2,C,10,90,0,0
2019,7,17,7,2,D,0,100,0,0
2019,7,17,7,3,A,0,0,0,100
2019,7,17,7,3,B,50,50,0,0
2019,7,17,7,3,C,0,0,0,100
2019,7,17,7,3,D,0,0,0,100
2019,7,17,7,4,A,0,0,0,100
2019,7,17,7,4,B,0,100,0,0
2019,7,17,7,4,C,0,100,0,0
2019,7,17,7,4,D,0,0,0,100
2019,7,17,7,5,A,0,0,0,100
2019,7,17,7,5,B,0,100,0,0
2019,7,17,7,5,C,0,100,0,0
2019,7,17,7,5,D,,,,
2019,7,17,8,1,A,50,50,0,0
2019,7,17,8,1,B,50,0,0,50
2019,7,17,8,1,C,0,0,0,100
2019,7,17,8,1,D,0,0,0,100
2019,7,17,8,2,A,0,0,0,100
2019,7,17,8,2,B,0,0,0,100
2019,7,17,8,2,C,0,100,0,0
2019,7,17,8,2,D,0,100,0,0
2019,7,17,8,3,A,0,100,0,0
2019,7,17,8,3,B,50,10,0,40
2019,7,17,8,3,C,0,0,0,100
2019,7,17,8,3,D,0,100,0,0
2019,7,17,8,4,A,50,50,0,0
2019,7,17,8,4,B,10,90,0,0
2019,7,17,8,4,C,0,0,0,100
2019,7,17,8,4,D,0,100,0,0
2019,7,17,8,5,A,0,100,0,0
2019,7,17,8,5,B,0,100,0,0
2019,7,17,8,5,C,10,90,0,0
2019,7,17,8,5,D,,,,
2019,7,17,9,1,A,0,0,0,100
2019,7,17,9,1,B,0,0,0,100
2019,7,17,9,1,C,50,50,0,0
2019,7,17,9,1,D,50,50,0,0
2019,7,17,9,2,A,50,50,0,0
2019,7,17,9,2,B,0,0,0,100
2019,7,17,9,2,C,50,50,0,0
2019,7,17,9,2,D,0,0,0,100
2019,7,17,9,3,A,30,70,0,0
2019,7,17,9,3,B,50,50,0,0
2019,7,17,9,3,C,0,0,0,100
2019,7,17,9,3,D,0,0,0,100
2019,7,17,9,4,A,50,50,0,0
2019,7,17,9,4,B,0,0,0,100
2019,7,17,9,4,C,0,0,0,100
2019,7,17,9,4,D,40,60,0,0
2019,7,24,5,1,A,0,100,0,0
2019,7,24,5,1,B,,,,
2019,7,24,5,1,C,,,,
2019,7,24,5,1,D,0,100,0,0
2019,7,24,5,2,A,0,100,0,0
2019,7,24,5,2,B,,,,
2019,7,24,5,2,C,0,70,0,30
2019,7,24,5,2,D,0,20,0,80
2019,7,24,5,3,A,0,100,0,0
2019,7,24,5,3,B,0,100,0,0
2019,7,24,5,3,C,10,90,0,0
2019,7,24,5,3,D,50,40,0,10
2019,7,24,5,4,A,0,0,0,100
2019,7,24,5,4,B,,,,
2019,7,24,5,4,C,50,40,0,10
2019,7,24,5,4,D,,,,
2019,7,24,5,5,A,0,0,0,100
2019,7,24,5,5,B,,,,
2019,7,24,5,5,C,0,0,0,100
2019,7,24,5,5,D,50,40,0,10
2019,7,24,6,1,A,,,,
2019,7,24,6,1,B,0,70,0,30
2019,7,24,6,1,C,,,,
2019,7,24,6,1,D,50,50,0,0
2019,7,24,6,2,A,50,50,0,0
2019,7,24,6,2,B,,,,
2019,7,24,6,2,C,0,0,0,100
2019,7,24,6,2,D,0,10,0,90
2019,7,24,6,3,A,0,100,0,0
2019,7,24,6,3,B,,,,
2019,7,24,6,3,C,0,0,0,100
2019,7,24,6,3,D,,,,
2019,7,24,6,4,A,0,0,0,100
2019,7,24,6,4,B,40,60,0,0
2019,7,24,6,4,C,0,100,0,0
2019,7,24,6,4,D,0,0,0,100
2019,7,24,6,5,A,,,,
2019,7,24,6,5,B,,,,
2019,7,24,6,5,C,0,0,0,100
2019,7,24,6,5,D,,,,
2019,7,24,7,1,A,0,0,0,100
2019,7,24,7,1,B,0,100,0,0
2019,7,24,7,1,C,50,50,0,0
2019,7,24,7,1,D,30,70,0,0
2019,7,24,7,2,A,,,,
2019,7,24,7,2,B,0,100,0,0
2019,7,24,7,2,C,0,100,0,0
2019,7,24,7,2,D,,,,
2019,7,24,7,3,A,,,,
2019,7,24,7,3,B,0,100,0,0
2019,7,24,7,3,C,0,50,0,50
2019,7,24,7,3,D,0,0,0,100
2019,7,24,7,4,A,0,20,0,80
2019,7,24,7,4,B,,,,
2019,7,24,7,4,C,,,,
2019,7,24,7,4,D,0,0,0,100
2019,7,24,7,5,A,0,0,0,100
2019,7,24,7,5,B,,,,
2019,7,24,7,5,C,,,,
2019,7,24,7,5,D,,,,
2019,7,24,8,1,A,10,90,0,0
2019,7,24,8,1,B,50,40,0,10
2019,7,24,8,1,C,0,0,0,100
2019,7,24,8,1,D,0,0,0,100
2019,7,24,8,2,A,0,0,0,100
2019,7,24,8,2,B,0,0,0,100
2019,7,24,8,2,C,0,100,0,0
2019,7,24,8,2,D,,,,
2019,7,24,8,3,A,,,,
2019,7,24,8,3,B,50,50,0,0
2019,7,24,8,3,C,0,30,0,70
2019,7,24,8,3,D,,,,
2019,7,24,8,4,A,0,100,0,0
2019,7,24,8,4,B,0,100,0,0
2019,7,24,8,4,C,50,50,0,0
2019,7,24,8,4,D,,,,
2019,7,24,8,5,A,,,,
2019,7,24,8,5,B,,,,
2019,7,24,8,5,C,0,100,0,0
2019,7,24,8,5,D,,,,
2019,7,24,9,1,A,0,0,0,100
2019,7,24,9,1,B,0,0,0,100
2019,7,24,9,1,C,0,100,0,0
2019,7,24,9,1,D,10,90,0,0
2019,7,24,9,2,A,0,100,0,0
2019,7,24,9,2,B,0,0,0,100
2019,7,24,9,2,C,10,90,0,0
2019,7,24,9,2,D,0,0,0,100
2019,7,24,9,3,A,0,100,0,0
2019,7,24,9,3,B,10,90,0,0
2019,7,24,9,3,C,0,0,0,100
2019,7,24,9,3,D,0,0,0,100
2019,7,24,9,4,A,10,90,0,0
2019,7,24,9,4,B,0,0,0,100
2019,7,24,9,4,C,0,0,0,100
2019,7,24,9,4,D,0,100,0,0
2019,8,9,5,1,A,0,100,0,0
2019,8,9,5,1,B,,,,
2019,8,9,5,1,C,,,,
2019,8,9,5,1,D,0,0,0,100
2019,8,9,5,2,A,0,100,0,0
2019,8,9,5,2,B,,,,
2019,8,9,5,2,C,0,100,0,0
2019,8,9,5,2,D,0,90,0,10
2019,8,9,5,3,A,0,100,0,0
2019,8,9,5,3,B,0,100,0,0
2019,8,9,5,3,C,0,100,0,0
2019,8,9,5,3,D,0,100,0,0
2019,8,9,5,4,A,0,0,0,100
2019,8,9,5,4,B,,,,
2019,8,9,5,4,C,10,90,0,0
2019,8,9,5,4,D,,,,
2019,8,9,5,5,A,0,0,0,100
2019,8,9,5,5,B,,,,
2019,8,9,5,5,C,0,0,0,100
2019,8,9,5,5,D,0,100,0,0
2019,8,9,6,1,A,,,,
2019,8,9,6,1,B,0,100,0,0
2019,8,9,6,1,C,,,,
2019,8,9,6,1,D,0,100,0,0
2019,8,9,6,2,A,0,100,0,0
2019,8,9,6,2,B,,,,
2019,8,9,6,2,C,0,0,0,100
2019,8,9,6,2,D,0,70,0,30
2019,8,9,6,3,A,0,100,0,0
2019,8,9,6,3,B,,,,
2019,8,9,6,3,C,0,0,0,100
2019,8,9,6,3,D,,,,
2019,8,9,6,4,A,0,0,0,100
2019,8,9,6,4,B,0,100,0,0
2019,8,9,6,4,C,0,100,0,0
2019,8,9,6,4,D,0,0,0,100
2019,8,9,6,5,A,,,,
2019,8,9,6,5,B,,,,
2019,8,9,6,5,C,0,100,0,0
2019,8,9,6,5,D,,,,
2019,8,9,7,1,A,0,0,0,100
2019,8,9,7,1,B,,,,
2019,8,9,7,1,C,10,90,0,0
2019,8,9,7,1,D,0,100,0,0
2019,8,9,7,2,A,,,,
2019,8,9,7,2,B,0,100,0,0
2019,8,9,7,2,C,0,100,0,0
2019,8,9,7,2,D,,,,
2019,8,9,7,3,A,,,,
2019,8,9,7,3,B,0,100,0,0
2019,8,9,7,3,C,0,100,0,0
2019,8,9,7,3,D,0,0,0,100
2019,8,9,7,4,A,0,50,0,50
2019,8,9,7,4,B,,,,
2019,8,9,7,4,C,,,,
2019,8,9,7,4,D,0,0,0,100
2019,8,9,7,5,A,0,0,0,100
2019,8,9,7,5,B,,,,
2019,8,9,7,5,C,,,,
2019,8,9,7,5,D,,,,
2019,8,9,8,1,A,0,100,0,0
2019,8,9,8,1,B,10,90,0,0
2019,8,9,8,1,C,0,0,0,100
2019,8,9,8,1,D,0,1,0,99
2019,8,9,8,2,A,0,0,0,100
2019,8,9,8,2,B,0,0,0,100
2019,8,9,8,2,C,0,100,0,0
2019,8,9,8,2,D,,,,
2019,8,9,8,3,A,,,,
2019,8,9,8,3,B,40,60,0,0
2019,8,9,8,3,C,0,100,0,0
2019,8,9,8,3,D,,,,
2019,8,9,8,4,A,0,100,0,0
2019,8,9,8,4,B,,,,
2019,8,9,8,4,C,0,80,0,20
2019,8,9,8,4,D,,,,
2019,8,9,8,5,A,,,,
2019,8,9,8,5,B,,,,
2019,8,9,8,5,C,0,100,0,0
2019,8,9,8,5,D,,,,
2019,8,9,9,1,A,1,0,0,99
2019,8,9,9,1,B,1,0,0,99
2019,8,9,9,1,C,0,100,0,0
2019,8,9,9,1,D,0,100,0,0
2019,8,9,9,2,A,0,100,0,0
2019,8,9,9,2,B,1,0,0,99
2019,8,9,9,2,C,0,100,0,0
2019,8,9,9,2,D,1,0,0,99
2019,8,9,9,3,A,0,100,0,0
2019,8,9,9,3,B,0,100,0,0
2019,8,9,9,3,C,1,0,0,99
2019,8,9,9,3,D,1,0,0,99
2019,8,9,9,4,A,0,100,0,0
2019,8,9,9,4,B,0,0,0,100
2019,8,9,9,4,C,1,0,0,99
2019,8,9,9,4,D,0,100,0,0
2019,8,20,5,1,A,,,,
2019,8,20,5,1,B,,,,
2019,8,20,5,1,C,,,,
2019,8,20,5,1,D,0,0,0,100
2019,8,20,5,2,A,0,100,0,0
2019,8,20,5,2,B,,,,
2019,8,20,5,2,C,0,100,0,0
2019,8,20,5,2,D,0,100,0,0
2019,8,20,5,3,A,,,,
2019,8,20,5,3,B,,,,
2019,8,20,5,3,C,0,100,0,0
2019,8,20,5,3,D,0,100,0,0
2019,8,20,5,4,A,1,0,0,99
2019,8,20,5,4,B,,,,
2019,8,20,5,4,C,0,100,0,0
2019,8,20,5,4,D,,,,
2019,8,20,5,5,A,0,0,0,100
2019,8,20,5,5,B,,,,
2019,8,20,5,5,C,5,0,0,95
2019,8,20,5,5,D,0,100,0,0
2019,8,20,6,1,A,,,,
2019,8,20,6,1,B,0,100,0,0
2019,8,20,6,1,C,,,,
2019,8,20,6,1,D,0,100,0,0
2019,8,20,6,2,A,0,100,0,0
2019,8,20,6,2,B,,,,
2019,8,20,6,2,C,0,0,0,100
2019,8,20,6,2,D,0,90,0,10
2019,8,20,6,3,A,,,,
2019,8,20,6,3,B,,,,
2019,8,20,6,3,C,1,0,0,99
2019,8,20,6,3,D,,,,
2019,8,20,6,4,A,1,0,0,99
2019,8,20,6,4,B,0,100,0,0
2019,8,20,6,4,C,,,,
2019,8,20,6,4,D,1,0,0,99
2019,8,20,6,5,A,,,,
2019,8,20,6,5,B,,,,
2019,8,20,6,5,C,0,100,0,0
2019,8,20,6,5,D,,,,
2019,8,20,7,1,A,5,0,0,95
2019,8,20,7,1,B,,,,
2019,8,20,7,1,C,0,100,0,0
2019,8,20,7,1,D,0,100,0,0
2019,8,20,7,2,A,,,,
2019,8,20,7,2,B,,,,
2019,8,20,7,2,C,,,,
2019,8,20,7,2,D,,,,
2019,8,20,7,3,A,,,,
2019,8,20,7,3,B,0,100,0,0
2019,8,20,7,3,C,0,100,0,0
2019,8,20,7,3,D,1,0,0,99
2019,8,20,7,4,A,0,100,0,0
2019,8,20,7,4,B,,,,
2019,8,20,7,4,C,,,,
2019,8,20,7,4,D,0,0,0,100
2019,8,20,7,5,A,1,0,0,99
2019,8,20,7,5,B,,,,
2019,8,20,7,5,C,,,,
2019,8,20,7,5,D,,,,
2019,8,20,8,1,A,0,100,0,0
2019,8,20,8,1,B,0,100,0,0
2019,8,20,8,1,C,1,0,0,0
2019,8,20,8,1,D,1,0,0,0
2019,8,20,8,2,A,0,0,0,100
2019,8,20,8,2,B,0,0,0,100
2019,8,20,8,2,C,,,,
2019,8,20,8,2,D,,,,
2019,8,20,8,3,A,,,,
2019,8,20,8,3,B,0,100,0,0
2019,8,20,8,3,C,0,100,0,0
2019,8,20,8,3,D,,,,
2019,8,20,8,4,A,0,100,0,0
2019,8,20,8,4,B,,,,
2019,8,20,8,4,C,0,100,0,0
2019,8,20,8,4,D,,,,
2019,8,20,8,5,A,,,,
2019,8,20,8,5,B,,,,
2019,8,20,8,5,C,,,,
2019,8,20,8,5,D,,,,
2019,8,20,9,1,A,20,0,0,80
2019,8,20,9,1,B,10,0,0,90
2019,8,20,9,1,C,0,100,0,0
2019,8,20,9,1,D,0,100,0,0
2019,8,20,9,2,A,0,100,0,0
2019,8,20,9,2,B,20,0,0,80
2019,8,20,9,2,C,0,100,0,0
2019,8,20,9,2,D,20,0,0,80
2019,8,20,9,3,A,0,100,0,0
2019,8,20,9,3,B,0,100,0,0
2019,8,20,9,3,C,20,0,0,80
2019,8,20,9,3,D,10,0,0,90
2019,8,20,9,4,A,0,100,0,0
2019,8,20,9,4,B,10,0,0,90
2019,8,20,9,4,C,20,0,0,80
2019,8,20,9,4,D,0,100,0,0
